Season,Phase,Month,Week,Date,Team,Opponent,Location,W/L,City,Distance,Route,Rest,TZ,Shift (hrs),Flight Time,Direction (E/W),Return Home,Latitude,Longitude,d.Latitude,d.Longitude
2012-13,RS,Feb,7,2013-02-13,Boston Celtics,Chicago Bulls,Home,W,Boston,722,Charlotte - Boston,1,America/New_York,0,~1.31 hours,-,,42.34,-71.02,35.2,-80.83
2012-13,RS,Feb,8,2013-02-19,Boston Celtics,Denver Nuggets,Away,L,Denver,1762,Boston - Denver,5,America/Denver,-2,~3.2 hours,West,,39.77,-104.87,42.34,-71.02
2012-13,RS,Feb,8,2013-02-20,Boston Celtics,Los Angeles Lakers,Away,L,Los Angeles,843,Denver - Los Angeles,0,America/Los_Angeles,-1,~1.53 hours,West,,34.11,-118.41,39.77,-104.87
2012-13,RS,Feb,8,2013-02-22,Boston Celtics,Phoenix Suns,Away,W,Phoenix,366,Los Angeles - Phoenix,1,America/Phoenix,1,~55 minutes,East,,33.54,-112.07,34.11,-118.41
2012-13,RS,Feb,8,2013-02-24,Boston Celtics,Portland Trail Blazers,Away,L,Portland,1001,Phoenix - Portland,1,America/Los_Angeles,-1,~1.82 hours,West,,45.54,-122.66,33.54,-112.07
2012-13,RS,Feb,8,2013-02-25,Boston Celtics,Utah Jazz,Away,W,Salt Lake City,632,Portland - Salt Lake City,0,America/Denver,1,~1.15 hours,East,,40.78,-111.93,45.54,-122.66
2012-13,RS,Mar,9,2013-03-01,Boston Celtics,Golden State Warriors,Home,W,Boston,2098,Salt Lake City - Boston,3,America/New_York,2,~3.81 hours,East,,42.34,-71.02,40.78,-111.93
2012-13,RS,Mar,10,2013-03-05,Boston Celtics,Philadelphia 76ers,Away,W,Philadelphia,268,Boston - Philadelphia,3,America/New_York,0,~55 minutes,-,,40.01,-75.13,42.34,-71.02
2012-13,RS,Mar,10,2013-03-06,Boston Celtics,Indiana Pacers,Away,W,Indianapolis,584,Philadelphia - Indianapolis,0,America/Indiana/Indianapolis,0,~1.06 hours,-,,39.78,-86.15,40.01,-75.13
2012-13,RS,Mar,10,2013-03-08,Boston Celtics,Atlanta Hawks,Home,W,Boston,807,Indianapolis - Boston,1,America/New_York,0,~1.47 hours,-,,42.34,-71.02,39.78,-86.15
2012-13,RS,Mar,10,2013-03-10,Boston Celtics,Oklahoma City Thunder,Away,L,Oklahoma City,1495,Boston - Oklahoma City,1,America/Chicago,-1,~2.72 hours,West,,35.47,-97.51,42.34,-71.02
2012-13,RS,Mar,11,2013-03-12,Boston Celtics,Charlotte Bobcats,Away,L,Charlotte,940,Oklahoma City - Charlotte,1,America/New_York,1,~1.71 hours,East,,35.2,-80.83,35.47,-97.51
2012-13,RS,Mar,11,2013-03-13,Boston Celtics,Toronto Raptors,Home,W,Boston,722,Charlotte - Boston,0,America/New_York,0,~1.31 hours,-,,42.34,-71.02,35.2,-80.83
2012-13,RS,Mar,11,2013-03-16,Boston Celtics,Charlotte Bobcats,Home,W,Boston,0,No Travel,2,America/New_York,0,-,-,,42.34,-71.02,42.34,-71.02
2012-13,RS,Mar,11,2013-03-18,Boston Celtics,Miami Heat,Home,L,Boston,0,No Travel,1,America/New_York,0,-,-,,42.34,-71.02,42.34,-71.02
2012-13,RS,Mar,12,2013-03-20,Boston Celtics,New Orleans Hornets,Away,L,New Orleans,1348,Boston - New Orleans,1,America/Chicago,-1,~2.45 hours,West,,30.07,-89.93,42.34,-71.02
2012-13,RS,Mar,12,2013-03-22,Boston Celtics,Dallas Mavericks,Away,L,Dallas,445,New Orleans - Dallas,1,America/Chicago,0,~55 minutes,-,,32.79,-96.77,30.07,-89.93
2012-13,RS,Mar,12,2013-03-23,Boston Celtics,Memphis Grizzlies,Away,L,Memphis,419,Dallas - Memphis,0,America/Chicago,0,~55 minutes,-,,35.11,-90.01,32.79,-96.77
2012-13,RS,Mar,13,2013-03-26,Boston Celtics,New York Knicks,Home,L,Boston,1136,Memphis - Boston,2,America/New_York,1,~2.07 hours,East,,42.34,-71.02,35.11,-90.01
2012-13,RS,Mar,13,2013-03-27,Boston Celtics,Cleveland Cavaliers,Away,W,Cleveland,551,Boston - Cleveland,0,America/New_York,0,~1 hours,-,,41.48,-81.68,42.34,-71.02
2012-13,RS,Mar,13,2013-03-29,Boston Celtics,Atlanta Hawks,Home,W,Boston,551,Cleveland - Boston,1,America/New_York,0,~1 hours,-,,42.34,-71.02,41.48,-81.68
2012-13,RS,Mar,13,2013-03-31,Boston Celtics,New York Knicks,Away,L,New York,190,Boston - New York,1,America/New_York,0,~55 minutes,-,,40.67,-73.94,42.34,-71.02
2012-13,RS,Apr,13,2013-04-01,Boston Celtics,Minnesota Timberwolves,Away,L,Minneapolis,1021,New York - Minneapolis,0,America/Chicago,-1,~1.86 hours,West,,44.96,-93.27,40.67,-73.94
2012-13,RS,Apr,14,2013-04-03,Boston Celtics,Detroit Pistons,Home,W,Boston,1124,Minneapolis - Boston,1,America/New_York,1,~2.04 hours,East,,42.34,-71.02,44.96,-93.27
2012-13,RS,Apr,14,2013-04-05,Boston Celtics,Cleveland Cavaliers,Home,L,Boston,0,No Travel,1,America/New_York,0,-,-,,42.34,-71.02,42.34,-71.02
2012-13,RS,Apr,14,2013-04-07,Boston Celtics,Washington Wizards,Home,W,Boston,0,No Travel,1,America/New_York,0,-,-,,42.34,-71.02,42.34,-71.02
2012-13,RS,Apr,15,2013-04-10,Boston Celtics,Brooklyn Nets,Home,L,Boston,0,No Travel,2,America/New_York,0,-,-,,42.34,-71.02,42.34,-71.02
2012-13,RS,Apr,15,2013-04-12,Boston Celtics,Miami Heat,Away,L,Miami,1258,Boston - Miami,1,America/New_York,0,~2.29 hours,-,,25.78,-80.21,42.34,-71.02
2012-13,RS,Apr,15,2013-04-13,Boston Celtics,Orlando Magic,Away,W,Orlando,201,Miami - Orlando,0,America/New_York,0,~55 minutes,-,,28.5,-81.37,25.78,-80.21
2012-13,RS,Apr,16,2013-04-17,Boston Celtics,Toronto Raptors,Away,L,Toronto,1053,Orlando - Toronto,3,America/Toronto,0,~1.91 hours,-,,43.65,-79.38,28.5,-81.37
2012-13,PO,Apr,16,2013-04-20,Boston Celtics,New York Knicks,Away,L,New York,346,Toronto - New York,2,America/New_York,0,~55 minutes,-,,40.67,-73.94,43.65,-79.38
2012-13,PO,Apr,17,2013-04-23,Boston Celtics,New York Knicks,Away,L,New York,0,No Travel,2,America/New_York,0,-,-,,40.67,-73.94,40.67,-73.94
2012-13,PO,Apr,17,2013-04-26,Boston Celtics,New York Knicks,Home,L,Boston,190,New York - Boston,2,America/New_York,0,~55 minutes,-,,42.34,-71.02,40.67,-73.94
2012-13,PO,Apr,17,2013-04-28,Boston Celtics,New York Knicks,Home,W,Boston,0,No Travel,1,America/New_York,0,-,-,,42.34,-71.02,42.34,-71.02
2012-13,PO,May,18,2013-05-01,Boston Celtics,New York Knicks,Away,W,New York,190,Boston - New York,2,America/New_York,0,~55 minutes,-,,40.67,-73.94,42.34,-71.02
2012-13,PO,May,18,2013-05-03,Boston Celtics,New York Knicks,Home,L,Boston,190,New York - NA,1,America/New_York,0,~55 minutes,-,,42.34,-71.02,40.67,-73.94
2012-13,RS,Nov,44,2012-11-03,Brooklyn Nets,Toronto Raptors,Home,W,New York,0,No Travel,15,America/New_York,0,-,-,,40.67,-73.94,40.67,-73.94
2012-13,RS,Nov,45,2012-11-05,Brooklyn Nets,Minnesota Timberwolves,Home,L,New York,0,No Travel,1,America/New_York,0,-,-,,40.67,-73.94,40.67,-73.94
2012-13,RS,Nov,45,2012-11-07,Brooklyn Nets,Miami Heat,Away,L,Miami,1091,New York - Miami,1,America/New_York,0,~1.98 hours,-,,25.78,-80.21,40.67,-73.94
2012-13,RS,Nov,45,2012-11-09,Brooklyn Nets,Orlando Magic,Away,W,Orlando,201,Miami - Orlando,1,America/New_York,0,~55 minutes,-,,28.5,-81.37,25.78,-80.21
2012-13,RS,Nov,46,2012-11-11,Brooklyn Nets,Orlando Magic,Home,W,New York,941,Orlando - New York,1,America/New_York,0,~1.71 hours,-,,40.67,-73.94,28.5,-81.37
2012-13,RS,Nov,46,2012-11-13,Brooklyn Nets,Cleveland Cavaliers,Home,W,New York,0,No Travel,1,America/New_York,0,-,-,,40.67,-73.94,40.67,-73.94
2012-13,RS,Nov,46,2012-11-15,Brooklyn Nets,Boston Celtics,Home,W,New York,0,No Travel,1,America/New_York,0,-,-,,40.67,-73.94,40.67,-73.94
2012-13,RS,Nov,47,2012-11-18,Brooklyn Nets,Sacramento Kings,Away,W,Sacramento,2504,New York - Sacramento,2,America/Los_Angeles,-3,~4.55 hours,West,,38.57,-121.47,40.67,-73.94
2012-13,RS,Nov,47,2012-11-20,Brooklyn Nets,Los Angeles Lakers,Away,L,Los Angeles,352,Sacramento - Los Angeles,1,America/Los_Angeles,0,~55 minutes,-,,34.11,-118.41,38.57,-121.47
2012-13,RS,Nov,47,2012-11-21,Brooklyn Nets,Golden State Warriors,Away,L,San Francisco,339,Los Angeles - San Francisco,0,America/Los_Angeles,0,~55 minutes,-,,37.77,-122.45,34.11,-118.41
2012-13,RS,Nov,47,2012-11-23,Brooklyn Nets,Los Angeles Clippers,Home,W,New York,2573,San Francisco - New York,1,America/New_York,3,~4.68 hours,East,,40.67,-73.94,37.77,-122.45
2012-13,RS,Nov,48,2012-11-25,Brooklyn Nets,Portland Trail Blazers,Home,W,New York,0,No Travel,1,America/New_York,0,-,-,,40.67,-73.94,40.67,-73.94
2012-13,RS,Nov,48,2012-11-26,Brooklyn Nets,New York Knicks,Home,W,New York,0,No Travel,0,America/New_York,0,-,-,,40.67,-73.94,40.67,-73.94
2012-13,RS,Nov,48,2012-11-28,Brooklyn Nets,Boston Celtics,Away,W,Boston,190,New York - Boston,1,America/New_York,0,~55 minutes,-,,42.34,-71.02,40.67,-73.94
2012-13,RS,Nov,48,2012-11-30,Brooklyn Nets,Orlando Magic,Away,W,Orlando,1118,Boston - Orlando,1,America/New_York,0,~2.03 hours,-,,28.5,-81.37,42.34,-71.02
2012-13,RS,Dec,48,2012-12-01,Brooklyn Nets,Miami Heat,Away,L,Miami,201,Orlando - Miami,0,America/New_York,0,~55 minutes,-,,25.78,-80.21,28.5,-81.37
2012-13,RS,Dec,49,2012-12-04,Brooklyn Nets,Oklahoma City Thunder,Home,L,New York,1091,Miami - New York,2,America/New_York,0,~1.98 hours,-,,40.67,-73.94,25.78,-80.21
2012-13,RS,Dec,49,2012-12-07,Brooklyn Nets,Golden State Warriors,Home,L,New York,0,No Travel,2,America/New_York,0,-,-,,40.67,-73.94,40.67,-73.94
2012-13,RS,Dec,50,2012-12-09,Brooklyn Nets,Milwaukee Bucks,Home,L,New York,0,No Travel,1,America/New_York,0,-,-,,40.67,-73.94,40.67,-73.94
2012-13,RS,Dec,50,2012-12-11,Brooklyn Nets,New York Knicks,Home,L,New York,0,No Travel,1,America/New_York,0,-,-,,40.67,-73.94,40.67,-73.94
2012-13,RS,Dec,50,2012-12-12,Brooklyn Nets,Toronto Raptors,Away,W,Toronto,346,New York - Toronto,0,America/Toronto,0,~55 minutes,-,,43.65,-79.38,40.67,-73.94
2012-13,RS,Dec,50,2012-12-14,Brooklyn Nets,Detroit Pistons,Home,W,New York,346,Toronto - New York,1,America/New_York,0,~55 minutes,-,,40.67,-73.94,43.65,-79.38
2012-13,RS,Dec,50,2012-12-15,Brooklyn Nets,Chicago Bulls,Away,L,Chicago,718,New York - Chicago,0,America/Chicago,-1,~1.31 hours,West,,41.84,-87.68,40.67,-73.94
2012-13,RS,Dec,51,2012-12-18,Brooklyn Nets,Utah Jazz,Home,L,New York,718,Chicago - New York,2,America/New_York,1,~1.31 hours,East,,40.67,-73.94,41.84,-87.68
2012-13,RS,Dec,51,2012-12-19,Brooklyn Nets,New York Knicks,Away,L,New York,0,No Travel,0,America/New_York,0,-,-,,40.67,-73.94,40.67,-73.94
2012-13,RS,Dec,52,2012-12-23,Brooklyn Nets,Philadelphia 76ers,Home,W,New York,0,No Travel,3,America/New_York,0,-,-,,40.67,-73.94,40.67,-73.94
2012-13,RS,Dec,52,2012-12-25,Brooklyn Nets,Boston Celtics,Home,L,New York,0,No Travel,1,America/New_York,0,-,-,,40.67,-73.94,40.67,-73.94
2012-13,RS,Dec,52,2012-12-26,Brooklyn Nets,Milwaukee Bucks,Away,L,Milwaukee,740,New York - Milwaukee,0,America/Chicago,-1,~1.35 hours,West,,43.06,-87.97,40.67,-73.94
2012-13,RS,Dec,52,2012-12-28,Brooklyn Nets,Charlotte Bobcats,Home,W,New York,740,Milwaukee - New York,1,America/New_York,1,~1.35 hours,East,,40.67,-73.94,43.06,-87.97
2012-13,RS,Dec,52,2012-12-29,Brooklyn Nets,Cleveland Cavaliers,Home,W,New York,0,No Travel,0,America/New_York,0,-,-,,40.67,-73.94,40.67,-73.94
2012-13,RS,Dec,53,2012-12-31,Brooklyn Nets,San Antonio Spurs,Away,L,San Antonio,1584,New York - San Antonio,1,America/Chicago,-1,~2.88 hours,West,,29.46,-98.51,40.67,-73.94
2012-13,RS,Jan,1,2013-01-02,Brooklyn Nets,Oklahoma City Thunder,Away,W,Oklahoma City,420,San Antonio - Oklahoma City,1,America/Chicago,0,~55 minutes,-,,35.47,-97.51,29.46,-98.51
2012-13,RS,Jan,1,2013-01-04,Brooklyn Nets,Washington Wizards,Away,W,Washington,1151,Oklahoma City - Washington,1,America/New_York,1,~2.09 hours,East,,38.91,-77.02,35.47,-97.51
2012-13,RS,Jan,1,2013-01-05,Brooklyn Nets,Sacramento Kings,Home,W,New York,204,Washington - New York,0,America/New_York,0,~55 minutes,-,,40.67,-73.94,38.91,-77.02
2012-13,RS,Jan,2,2013-01-08,Brooklyn Nets,Philadelphia 76ers,Away,W,Philadelphia,78,New York - Philadelphia,2,America/New_York,0,~55 minutes,-,,40.01,-75.13,40.67,-73.94
2012-13,RS,Jan,2,2013-01-11,Brooklyn Nets,Phoenix Suns,Home,W,New York,78,Philadelphia - New York,2,America/New_York,0,~55 minutes,-,,40.67,-73.94,40.01,-75.13
2012-13,RS,Jan,2,2013-01-13,Brooklyn Nets,Indiana Pacers,Home,W,New York,0,No Travel,1,America/New_York,0,-,-,,40.67,-73.94,40.67,-73.94
2012-13,RS,Jan,3,2013-01-15,Brooklyn Nets,Toronto Raptors,Home,W,New York,0,No Travel,1,America/New_York,0,-,-,,40.67,-73.94,40.67,-73.94
2012-13,RS,Jan,3,2013-01-16,Brooklyn Nets,Atlanta Hawks,Away,L,Atlanta,748,New York - Atlanta,0,America/New_York,0,~1.36 hours,-,,33.76,-84.42,40.67,-73.94
2012-13,RS,Jan,3,2013-01-18,Brooklyn Nets,Atlanta Hawks,Home,W,New York,748,Atlanta - New York,1,America/New_York,0,~1.36 hours,-,,40.67,-73.94,33.76,-84.42
2012-13,RS,Jan,3,2013-01-21,Brooklyn Nets,New York Knicks,Away,W,New York,0,No Travel,2,America/New_York,0,-,-,,40.67,-73.94,40.67,-73.94
2012-13,RS,Jan,4,2013-01-23,Brooklyn Nets,Minnesota Timberwolves,Away,W,Minneapolis,1021,New York - Minneapolis,1,America/Chicago,-1,~1.86 hours,West,,44.96,-93.27,40.67,-73.94
2012-13,RS,Jan,4,2013-01-25,Brooklyn Nets,Memphis Grizzlies,Away,L,Memphis,702,Minneapolis - Memphis,1,America/Chicago,0,~1.28 hours,-,,35.11,-90.01,44.96,-93.27
2012-13,RS,Jan,4,2013-01-26,Brooklyn Nets,Houston Rockets,Away,L,Houston,484,Memphis - Houston,0,America/Chicago,0,~55 minutes,-,,29.77,-95.39,35.11,-90.01
2012-13,RS,Jan,4,2013-01-28,Brooklyn Nets,Orlando Magic,Home,W,New York,1421,Houston - New York,1,America/New_York,1,~2.58 hours,East,,40.67,-73.94,29.77,-95.39
2012-13,RS,Jan,5,2013-01-30,Brooklyn Nets,Miami Heat,Home,L,New York,0,No Travel,1,America/New_York,0,-,-,,40.67,-73.94,40.67,-73.94
2012-13,RS,Feb,5,2013-02-01,Brooklyn Nets,Chicago Bulls,Home,W,New York,0,No Travel,1,America/New_York,0,-,-,,40.67,-73.94,40.67,-73.94
2012-13,RS,Feb,6,2013-02-05,Brooklyn Nets,Los Angeles Lakers,Home,L,New York,0,No Travel,3,America/New_York,0,-,-,,40.67,-73.94,40.67,-73.94
2012-13,RS,Feb,6,2013-02-06,Brooklyn Nets,Detroit Pistons,Away,W,Detroit,488,New York - Detroit,0,America/Detroit,0,~55 minutes,-,,42.38,-83.1,40.67,-73.94
2012-13,RS,Feb,6,2013-02-08,Brooklyn Nets,Washington Wizards,Away,L,Washington,399,Detroit - Washington,1,America/New_York,0,~55 minutes,-,,38.91,-77.02,42.38,-83.1
2012-13,RS,Feb,6,2013-02-10,Brooklyn Nets,San Antonio Spurs,Home,L,New York,204,Washington - New York,1,America/New_York,0,~55 minutes,-,,40.67,-73.94,38.91,-77.02
2012-13,RS,Feb,6,2013-02-11,Brooklyn Nets,Indiana Pacers,Away,W,Indianapolis,647,New York - Indianapolis,0,America/Indiana/Indianapolis,0,~1.18 hours,-,,39.78,-86.15,40.67,-73.94
2012-13,RS,Feb,7,2013-02-13,Brooklyn Nets,Denver Nuggets,Home,W,New York,647,Indianapolis - New York,1,America/New_York,0,~1.18 hours,-,,40.67,-73.94,39.78,-86.15
2012-13,RS,Feb,8,2013-02-19,Brooklyn Nets,Milwaukee Bucks,Home,W,New York,0,No Travel,5,America/New_York,0,-,-,,40.67,-73.94,40.67,-73.94
2012-13,RS,Feb,8,2013-02-20,Brooklyn Nets,Milwaukee Bucks,Away,W,Milwaukee,740,New York - Milwaukee,0,America/Chicago,-1,~1.35 hours,West,,43.06,-87.97,40.67,-73.94
2012-13,RS,Feb,8,2013-02-22,Brooklyn Nets,Houston Rockets,Home,L,New York,740,Milwaukee - New York,1,America/New_York,1,~1.35 hours,East,,40.67,-73.94,43.06,-87.97
2012-13,RS,Feb,8,2013-02-24,Brooklyn Nets,Memphis Grizzlies,Home,L,New York,0,No Travel,1,America/New_York,0,-,-,,40.67,-73.94,40.67,-73.94
2012-13,RS,Feb,9,2013-02-26,Brooklyn Nets,New Orleans Hornets,Away,W,New Orleans,1158,New York - New Orleans,1,America/Chicago,-1,~2.11 hours,West,,30.07,-89.93,40.67,-73.94
2012-13,RS,Mar,9,2013-03-01,Brooklyn Nets,Dallas Mavericks,Home,L,New York,1158,New Orleans - New York,2,America/New_York,1,~2.11 hours,East,,40.67,-73.94,30.07,-89.93
2012-13,RS,Mar,9,2013-03-02,Brooklyn Nets,Chicago Bulls,Away,L,Chicago,718,New York - Chicago,0,America/Chicago,-1,~1.31 hours,West,,41.84,-87.68,40.67,-73.94
2012-13,RS,Mar,10,2013-03-06,Brooklyn Nets,Charlotte Bobcats,Away,W,Charlotte,589,Chicago - Charlotte,3,America/New_York,1,~1.07 hours,East,,35.2,-80.83,41.84,-87.68
2012-13,RS,Mar,10,2013-03-08,Brooklyn Nets,Washington Wizards,Home,W,New York,533,Charlotte - New York,1,America/New_York,0,~58.15 minutes,-,,40.67,-73.94,35.2,-80.83
2012-13,RS,Mar,10,2013-03-09,Brooklyn Nets,Atlanta Hawks,Away,W,Atlanta,748,New York - Atlanta,0,America/New_York,0,~1.36 hours,-,,33.76,-84.42,40.67,-73.94
2012-13,RS,Mar,10,2013-03-11,Brooklyn Nets,Philadelphia 76ers,Away,L,Philadelphia,671,Atlanta - Philadelphia,1,America/New_York,0,~1.22 hours,-,,40.01,-75.13,33.76,-84.42
2012-13,RS,Mar,11,2013-03-12,Brooklyn Nets,New Orleans Hornets,Home,W,New York,78,Philadelphia - New York,0,America/New_York,0,~55 minutes,-,,40.67,-73.94,40.01,-75.13
2012-13,RS,Mar,11,2013-03-17,Brooklyn Nets,Atlanta Hawks,Home,L,New York,0,No Travel,4,America/New_York,0,-,-,,40.67,-73.94,40.67,-73.94
2012-13,RS,Mar,11,2013-03-18,Brooklyn Nets,Detroit Pistons,Away,W,Detroit,488,New York - Detroit,0,America/Detroit,0,~55 minutes,-,,42.38,-83.1,40.67,-73.94
2012-13,RS,Mar,12,2013-03-20,Brooklyn Nets,Dallas Mavericks,Away,W,Dallas,998,Detroit - Dallas,1,America/Chicago,-1,~1.81 hours,West,,32.79,-96.77,42.38,-83.1
2012-13,RS,Mar,12,2013-03-23,Brooklyn Nets,Los Angeles Clippers,Away,L,Los Angeles,1249,Dallas - Los Angeles,2,America/Los_Angeles,-2,~2.27 hours,West,,34.11,-118.41,32.79,-96.77
2012-13,RS,Mar,12,2013-03-24,Brooklyn Nets,Phoenix Suns,Away,W,Phoenix,366,Los Angeles - Phoenix,0,America/Phoenix,1,~55 minutes,East,,33.54,-112.07,34.11,-118.41
2012-13,RS,Mar,13,2013-03-27,Brooklyn Nets,Portland Trail Blazers,Away,W,Portland,1001,Phoenix - Portland,2,America/Los_Angeles,-1,~1.82 hours,West,,45.54,-122.66,33.54,-112.07
2012-13,RS,Mar,13,2013-03-29,Brooklyn Nets,Denver Nuggets,Away,L,Denver,986,Portland - Denver,1,America/Denver,1,~1.79 hours,East,,39.77,-104.87,45.54,-122.66
2012-13,RS,Mar,13,2013-03-30,Brooklyn Nets,Utah Jazz,Away,L,Salt Lake City,379,Denver - Salt Lake City,0,America/Denver,0,~55 minutes,-,,40.78,-111.93,39.77,-104.87
2012-13,RS,Apr,14,2013-04-03,Brooklyn Nets,Cleveland Cavaliers,Away,W,Cleveland,1568,Salt Lake City - Cleveland,3,America/New_York,2,~2.85 hours,East,,41.48,-81.68,40.78,-111.93
2012-13,RS,Apr,14,2013-04-04,Brooklyn Nets,Chicago Bulls,Home,L,New York,407,Cleveland - New York,0,America/New_York,0,~55 minutes,-,,40.67,-73.94,41.48,-81.68
2012-13,RS,Apr,14,2013-04-06,Brooklyn Nets,Charlotte Bobcats,Home,W,New York,0,No Travel,1,America/New_York,0,-,-,,40.67,-73.94,40.67,-73.94
2012-13,RS,Apr,15,2013-04-09,Brooklyn Nets,Philadelphia 76ers,Home,W,New York,0,No Travel,2,America/New_York,0,-,-,,40.67,-73.94,40.67,-73.94
2012-13,RS,Apr,15,2013-04-10,Brooklyn Nets,Boston Celtics,Away,W,Boston,190,New York - Boston,0,America/New_York,0,~55 minutes,-,,42.34,-71.02,40.67,-73.94
2012-13,RS,Apr,15,2013-04-12,Brooklyn Nets,Indiana Pacers,Away,W,Indianapolis,807,Boston - Indianapolis,1,America/Indiana/Indianapolis,0,~1.47 hours,-,,39.78,-86.15,42.34,-71.02
2012-13,RS,Apr,15,2013-04-14,Brooklyn Nets,Toronto Raptors,Away,L,Toronto,440,Indianapolis - Toronto,1,America/Toronto,0,~55 minutes,-,,43.65,-79.38,39.78,-86.15
2012-13,RS,Apr,15,2013-04-15,Brooklyn Nets,Washington Wizards,Home,W,New York,346,Toronto - New York,0,America/New_York,0,~55 minutes,-,,40.67,-73.94,43.65,-79.38
2012-13,RS,Apr,16,2013-04-17,Brooklyn Nets,Detroit Pistons,Home,W,New York,0,No Travel,1,America/New_York,0,-,-,,40.67,-73.94,40.67,-73.94
2012-13,PO,Apr,16,2013-04-20,Brooklyn Nets,Chicago Bulls,Home,W,New York,0,No Travel,2,America/New_York,0,-,-,,40.67,-73.94,40.67,-73.94
2012-13,PO,Apr,16,2013-04-22,Brooklyn Nets,Chicago Bulls,Home,L,New York,0,No Travel,1,America/New_York,0,-,-,,40.67,-73.94,40.67,-73.94
2012-13,PO,Apr,17,2013-04-25,Brooklyn Nets,Chicago Bulls,Away,L,Chicago,718,New York - Chicago,2,America/Chicago,-1,~1.31 hours,West,,41.84,-87.68,40.67,-73.94
2012-13,PO,Apr,17,2013-04-27,Brooklyn Nets,Chicago Bulls,Away,L,Chicago,0,No Travel,1,America/Chicago,0,-,-,,41.84,-87.68,41.84,-87.68
2012-13,PO,Apr,17,2013-04-29,Brooklyn Nets,Chicago Bulls,Home,W,New York,718,Chicago - New York,1,America/New_York,1,~1.31 hours,East,,40.67,-73.94,41.84,-87.68
2012-13,PO,May,18,2013-05-02,Brooklyn Nets,Chicago Bulls,Away,W,Chicago,718,New York - Chicago,2,America/Chicago,-1,~1.31 hours,West,,41.84,-87.68,40.67,-73.94
2012-13,PO,May,18,2013-05-04,Brooklyn Nets,Chicago Bulls,Home,L,New York,718,Chicago - NA,1,America/New_York,1,~1.31 hours,East,,40.67,-73.94,41.84,-87.68
2012-13,RS,Nov,44,2012-11-02,Charlotte Bobcats,Indiana Pacers,Home,W,Charlotte,0,No Travel,15,America/New_York,0,-,-,,35.2,-80.83,35.2,-80.83
2012-13,RS,Nov,44,2012-11-03,Charlotte Bobcats,Dallas Mavericks,Away,L,Dallas,928,Charlotte - Dallas,0,America/Chicago,-1,~1.69 hours,West,,32.79,-96.77,35.2,-80.83
2012-13,RS,Nov,45,2012-11-07,Charlotte Bobcats,Phoenix Suns,Home,L,Charlotte,928,Dallas - Charlotte,3,America/New_York,1,~1.69 hours,East,,35.2,-80.83,32.79,-96.77
2012-13,RS,Nov,45,2012-11-09,Charlotte Bobcats,New Orleans Hornets,Away,L,New Orleans,637,Charlotte - New Orleans,1,America/Chicago,-1,~1.16 hours,West,,30.07,-89.93,35.2,-80.83
2012-13,RS,Nov,45,2012-11-10,Charlotte Bobcats,Dallas Mavericks,Home,W,Charlotte,637,New Orleans - Charlotte,0,America/New_York,1,~1.16 hours,East,,35.2,-80.83,30.07,-89.93
2012-13,RS,Nov,46,2012-11-13,Charlotte Bobcats,Washington Wizards,Home,W,Charlotte,0,No Travel,2,America/New_York,0,-,-,,35.2,-80.83,35.2,-80.83
2012-13,RS,Nov,46,2012-11-14,Charlotte Bobcats,Minnesota Timberwolves,Away,W,Minneapolis,940,Charlotte - Minneapolis,0,America/Chicago,-1,~1.71 hours,West,,44.96,-93.27,35.2,-80.83
2012-13,RS,Nov,46,2012-11-17,Charlotte Bobcats,Memphis Grizzlies,Home,L,Charlotte,940,Minneapolis - Charlotte,2,America/New_York,1,~1.71 hours,East,,35.2,-80.83,44.96,-93.27
2012-13,RS,Nov,47,2012-11-19,Charlotte Bobcats,Milwaukee Bucks,Home,W,Charlotte,0,No Travel,1,America/New_York,0,-,-,,35.2,-80.83,35.2,-80.83
2012-13,RS,Nov,47,2012-11-21,Charlotte Bobcats,Toronto Raptors,Home,W,Charlotte,0,No Travel,1,America/New_York,0,-,-,,35.2,-80.83,35.2,-80.83
2012-13,RS,Nov,47,2012-11-23,Charlotte Bobcats,Atlanta Hawks,Home,L,Charlotte,0,No Travel,1,America/New_York,0,-,-,,35.2,-80.83,35.2,-80.83
2012-13,RS,Nov,47,2012-11-24,Charlotte Bobcats,Washington Wizards,Away,W,Washington,332,Charlotte - Washington,0,America/New_York,0,~55 minutes,-,,38.91,-77.02,35.2,-80.83
2012-13,RS,Nov,48,2012-11-26,Charlotte Bobcats,Oklahoma City Thunder,Away,L,Oklahoma City,1151,Washington - Oklahoma City,1,America/Chicago,-1,~2.09 hours,West,,35.47,-97.51,38.91,-77.02
2012-13,RS,Nov,48,2012-11-28,Charlotte Bobcats,Atlanta Hawks,Away,L,Atlanta,753,Oklahoma City - Atlanta,1,America/New_York,1,~1.37 hours,East,,33.76,-84.42,35.47,-97.51
2012-13,RS,Nov,48,2012-11-30,Charlotte Bobcats,Philadelphia 76ers,Home,L,Charlotte,227,Atlanta - Charlotte,1,America/New_York,0,~55 minutes,-,,35.2,-80.83,33.76,-84.42
2012-13,RS,Dec,49,2012-12-03,Charlotte Bobcats,Portland Trail Blazers,Home,L,Charlotte,0,No Travel,2,America/New_York,0,-,-,,35.2,-80.83,35.2,-80.83
2012-13,RS,Dec,49,2012-12-05,Charlotte Bobcats,New York Knicks,Home,L,Charlotte,0,No Travel,1,America/New_York,0,-,-,,35.2,-80.83,35.2,-80.83
