Season,Phase,Month,Week,Date,Team,Opponent,Location,W/L,City,Distance,Route,Rest,TZ,Shift (hrs),Flight Time,Direction (E/W),Return Home,Latitude,Longitude,d.Latitude,d.Longitude
2021-22,PO,May,20,2022-05-20,Dallas Mavericks,Golden State Warriors,Away,L,San Francisco,0,No Travel,1,America/Los_Angeles,0,-,-,,37.77,-122.45,37.77,-122.45
2021-22,PO,May,21,2022-05-22,Dallas Mavericks,Golden State Warriors,Home,L,Dallas,1484,San Francisco - Dallas,1,America/Chicago,2,~2.7 hours,East,,32.79,-96.77,37.77,-122.45
2021-22,PO,May,21,2022-05-24,Dallas Mavericks,Golden State Warriors,Home,W,Dallas,0,No Travel,1,America/Chicago,0,-,-,,32.79,-96.77,32.79,-96.77
2021-22,PO,May,21,2022-05-26,Dallas Mavericks,Golden State Warriors,Away,L,San Francisco,1484,Dallas - NA,1,America/Los_Angeles,-2,~2.7 hours,West,,37.77,-122.45,32.79,-96.77
2021-22,RS,Oct,42,2021-10-20,Denver Nuggets,Phoenix Suns,Away,W,Phoenix,587,Denver - Phoenix,15,America/Phoenix,0,~1.07 hours,-,,33.54,-112.07,39.77,-104.87
2021-22,RS,Oct,43,2021-10-22,Denver Nuggets,San Antonio Spurs,Home,W,Denver,587,Phoenix - Denver,1,America/Denver,0,~1.07 hours,-,,39.77,-104.87,33.54,-112.07
2021-22,RS,Oct,43,2021-10-25,Denver Nuggets,Cleveland Cavaliers,Home,L,Denver,0,No Travel,2,America/Denver,0,-,-,,39.77,-104.87,39.77,-104.87
2021-22,RS,Oct,43,2021-10-26,Denver Nuggets,Utah Jazz,Away,L,Salt Lake City,379,Denver - Salt Lake City,0,America/Denver,0,~55 minutes,-,,40.78,-111.93,39.77,-104.87
2021-22,RS,Oct,44,2021-10-29,Denver Nuggets,Dallas Mavericks,Home,W,Denver,379,Salt Lake City - Denver,2,America/Denver,0,~55 minutes,-,,39.77,-104.87,40.78,-111.93
2021-22,RS,Oct,44,2021-10-30,Denver Nuggets,Minnesota Timberwolves,Away,W,Minneapolis,692,Denver - Minneapolis,0,America/Chicago,1,~1.26 hours,East,,44.96,-93.27,39.77,-104.87
2021-22,RS,Nov,44,2021-11-01,Denver Nuggets,Memphis Grizzlies,Away,L,Memphis,702,Minneapolis - Memphis,1,America/Chicago,0,~1.28 hours,-,,35.11,-90.01,44.96,-93.27
2021-22,RS,Nov,44,2021-11-03,Denver Nuggets,Memphis Grizzlies,Away,L,Memphis,0,No Travel,1,America/Chicago,0,-,-,,35.11,-90.01,35.11,-90.01
2021-22,RS,Nov,45,2021-11-06,Denver Nuggets,Houston Rockets,Home,W,Denver,876,Memphis - Denver,2,America/Denver,-1,~1.59 hours,West,,39.77,-104.87,35.11,-90.01
2021-22,RS,Nov,45,2021-11-08,Denver Nuggets,Miami Heat,Home,W,Denver,0,No Travel,1,America/Denver,0,-,-,,39.77,-104.87,39.77,-104.87
2021-22,RS,Nov,45,2021-11-10,Denver Nuggets,Indiana Pacers,Home,W,Denver,0,No Travel,1,America/Denver,0,-,-,,39.77,-104.87,39.77,-104.87
2021-22,RS,Nov,46,2021-11-12,Denver Nuggets,Atlanta Hawks,Home,W,Denver,0,No Travel,1,America/Denver,0,-,-,,39.77,-104.87,39.77,-104.87
2021-22,RS,Nov,46,2021-11-14,Denver Nuggets,Portland Trail Blazers,Home,W,Denver,0,No Travel,1,America/Denver,0,-,-,,39.77,-104.87,39.77,-104.87
2021-22,RS,Nov,46,2021-11-15,Denver Nuggets,Dallas Mavericks,Away,L,Dallas,660,Denver - Dallas,0,America/Chicago,1,~1.2 hours,East,,32.79,-96.77,39.77,-104.87
2021-22,RS,Nov,46,2021-11-18,Denver Nuggets,Philadelphia 76ers,Home,L,Denver,660,Dallas - Denver,2,America/Denver,-1,~1.2 hours,West,,39.77,-104.87,32.79,-96.77
2021-22,RS,Nov,47,2021-11-19,Denver Nuggets,Chicago Bulls,Home,L,Denver,0,No Travel,0,America/Denver,0,-,-,,39.77,-104.87,39.77,-104.87
2021-22,RS,Nov,47,2021-11-21,Denver Nuggets,Phoenix Suns,Away,L,Phoenix,587,Denver - Phoenix,1,America/Phoenix,0,~1.07 hours,-,,33.54,-112.07,39.77,-104.87
2021-22,RS,Nov,47,2021-11-23,Denver Nuggets,Portland Trail Blazers,Away,L,Portland,1001,Phoenix - Portland,1,America/Los_Angeles,-1,~1.82 hours,West,,45.54,-122.66,33.54,-112.07
2021-22,RS,Nov,48,2021-11-26,Denver Nuggets,Milwaukee Bucks,Home,L,Denver,986,Portland - Denver,2,America/Denver,1,~1.79 hours,East,,39.77,-104.87,45.54,-122.66
2021-22,RS,Nov,48,2021-11-29,Denver Nuggets,Miami Heat,Away,W,Miami,1720,Denver - Miami,2,America/New_York,2,~3.13 hours,East,,25.78,-80.21,39.77,-104.87
2021-22,RS,Dec,48,2021-12-01,Denver Nuggets,Orlando Magic,Away,L,Orlando,201,Miami - Orlando,1,America/New_York,0,~55 minutes,-,,28.5,-81.37,25.78,-80.21
2021-22,RS,Dec,49,2021-12-04,Denver Nuggets,New York Knicks,Away,W,New York,941,Orlando - New York,2,America/New_York,0,~1.71 hours,-,,40.67,-73.94,28.5,-81.37
2021-22,RS,Dec,49,2021-12-06,Denver Nuggets,Chicago Bulls,Away,L,Chicago,718,New York - Chicago,1,America/Chicago,-1,~1.31 hours,West,,41.84,-87.68,40.67,-73.94
2021-22,RS,Dec,49,2021-12-08,Denver Nuggets,New Orleans Pelicans,Away,W,New Orleans,823,Chicago - New Orleans,1,America/Chicago,0,~1.5 hours,-,,30.07,-89.93,41.84,-87.68
2021-22,RS,Dec,49,2021-12-09,Denver Nuggets,San Antonio Spurs,Away,L,San Antonio,516,New Orleans - San Antonio,0,America/Chicago,0,~56.29 minutes,-,,29.46,-98.51,30.07,-89.93
2021-22,RS,Dec,50,2021-12-11,Denver Nuggets,San Antonio Spurs,Away,W,San Antonio,0,No Travel,1,America/Chicago,0,-,-,,29.46,-98.51,29.46,-98.51
2021-22,RS,Dec,50,2021-12-13,Denver Nuggets,Washington Wizards,Home,W,Denver,799,San Antonio - Denver,1,America/Denver,-1,~1.45 hours,West,,39.77,-104.87,29.46,-98.51
2021-22,RS,Dec,50,2021-12-15,Denver Nuggets,Minnesota Timberwolves,Home,L,Denver,0,No Travel,1,America/Denver,0,-,-,,39.77,-104.87,39.77,-104.87
2021-22,RS,Dec,51,2021-12-17,Denver Nuggets,Atlanta Hawks,Away,W,Atlanta,1203,Denver - Atlanta,1,America/New_York,2,~2.19 hours,East,,33.76,-84.42,39.77,-104.87
2021-22,RS,Dec,51,2021-12-22,Denver Nuggets,Oklahoma City Thunder,Away,L,Oklahoma City,753,Atlanta - Oklahoma City,4,America/Chicago,-1,~1.37 hours,West,,35.47,-97.51,33.76,-84.42
2021-22,RS,Dec,51,2021-12-23,Denver Nuggets,Charlotte Hornets,Home,L,Denver,500,Oklahoma City - Denver,0,America/Denver,-1,~55 minutes,West,,39.77,-104.87,35.47,-97.51
2021-22,RS,Dec,52,2021-12-26,Denver Nuggets,Los Angeles Clippers,Away,W,Los Angeles,843,Denver - Los Angeles,2,America/Los_Angeles,-1,~1.53 hours,West,,34.11,-118.41,39.77,-104.87
2021-22,RS,Dec,52,2021-12-28,Denver Nuggets,Golden State Warriors,Away,W,San Francisco,339,Los Angeles - San Francisco,1,America/Los_Angeles,0,~55 minutes,-,,37.77,-122.45,34.11,-118.41
2021-22,RS,Jan,1,2022-01-01,Denver Nuggets,Houston Rockets,Away,W,Houston,1643,San Francisco - Houston,3,America/Chicago,2,~2.99 hours,East,,29.77,-95.39,37.77,-122.45
2021-22,RS,Jan,1,2022-01-03,Denver Nuggets,Dallas Mavericks,Away,L,Dallas,224,Houston - Dallas,1,America/Chicago,0,~55 minutes,-,,32.79,-96.77,29.77,-95.39
2021-22,RS,Jan,1,2022-01-05,Denver Nuggets,Utah Jazz,Home,L,Denver,660,Dallas - Denver,1,America/Denver,-1,~1.2 hours,West,,39.77,-104.87,32.79,-96.77
2021-22,RS,Jan,1,2022-01-07,Denver Nuggets,Sacramento Kings,Home,W,Denver,0,No Travel,1,America/Denver,0,-,-,,39.77,-104.87,39.77,-104.87
2021-22,RS,Jan,2,2022-01-09,Denver Nuggets,Oklahoma City Thunder,Away,W,Oklahoma City,500,Denver - Oklahoma City,1,America/Chicago,1,~55 minutes,East,,35.47,-97.51,39.77,-104.87
2021-22,RS,Jan,2,2022-01-11,Denver Nuggets,Los Angeles Clippers,Away,L,Los Angeles,1188,Oklahoma City - Los Angeles,1,America/Los_Angeles,-2,~2.16 hours,West,,34.11,-118.41,35.47,-97.51
2021-22,RS,Jan,2,2022-01-13,Denver Nuggets,Portland Trail Blazers,Home,W,Denver,843,Los Angeles - Denver,1,America/Denver,1,~1.53 hours,East,,39.77,-104.87,34.11,-118.41
2021-22,RS,Jan,3,2022-01-15,Denver Nuggets,Los Angeles Lakers,Home,W,Denver,0,No Travel,1,America/Denver,0,-,-,,39.77,-104.87,39.77,-104.87
2021-22,RS,Jan,3,2022-01-16,Denver Nuggets,Utah Jazz,Home,L,Denver,0,No Travel,0,America/Denver,0,-,-,,39.77,-104.87,39.77,-104.87
2021-22,RS,Jan,3,2022-01-19,Denver Nuggets,Los Angeles Clippers,Home,W,Denver,0,No Travel,2,America/Denver,0,-,-,,39.77,-104.87,39.77,-104.87
2021-22,RS,Jan,3,2022-01-21,Denver Nuggets,Memphis Grizzlies,Home,L,Denver,0,No Travel,1,America/Denver,0,-,-,,39.77,-104.87,39.77,-104.87
2021-22,RS,Jan,4,2022-01-23,Denver Nuggets,Detroit Pistons,Home,W,Denver,0,No Travel,1,America/Denver,0,-,-,,39.77,-104.87,39.77,-104.87
2021-22,RS,Jan,4,2022-01-25,Denver Nuggets,Detroit Pistons,Away,W,Detroit,1146,Denver - Detroit,1,America/Detroit,2,~2.08 hours,East,,42.38,-83.1,39.77,-104.87
2021-22,RS,Jan,4,2022-01-26,Denver Nuggets,Brooklyn Nets,Away,W,New York,488,Detroit - New York,0,America/New_York,0,~55 minutes,-,,40.67,-73.94,42.38,-83.1
2021-22,RS,Jan,4,2022-01-28,Denver Nuggets,New Orleans Pelicans,Away,W,New Orleans,1158,New York - New Orleans,1,America/Chicago,-1,~2.11 hours,West,,30.07,-89.93,40.67,-73.94
2021-22,RS,Jan,5,2022-01-30,Denver Nuggets,Milwaukee Bucks,Away,W,Milwaukee,904,New Orleans - Milwaukee,1,America/Chicago,0,~1.64 hours,-,,43.06,-87.97,30.07,-89.93
2021-22,RS,Feb,5,2022-02-01,Denver Nuggets,Minnesota Timberwolves,Away,L,Minneapolis,294,Milwaukee - Minneapolis,1,America/Chicago,0,~55 minutes,-,,44.96,-93.27,43.06,-87.97
2021-22,RS,Feb,5,2022-02-02,Denver Nuggets,Utah Jazz,Away,L,Salt Lake City,986,Minneapolis - Salt Lake City,0,America/Denver,-1,~1.79 hours,West,,40.78,-111.93,44.96,-93.27
2021-22,RS,Feb,5,2022-02-04,Denver Nuggets,New Orleans Pelicans,Home,L,Denver,379,Salt Lake City - Denver,1,America/Denver,0,~55 minutes,-,,39.77,-104.87,40.78,-111.93
2021-22,RS,Feb,6,2022-02-06,Denver Nuggets,Brooklyn Nets,Home,W,Denver,0,No Travel,1,America/Denver,0,-,-,,39.77,-104.87,39.77,-104.87
2021-22,RS,Feb,6,2022-02-08,Denver Nuggets,New York Knicks,Home,W,Denver,0,No Travel,1,America/Denver,0,-,-,,39.77,-104.87,39.77,-104.87
2021-22,RS,Feb,6,2022-02-11,Denver Nuggets,Boston Celtics,Away,L,Boston,1762,Denver - Boston,2,America/New_York,2,~3.2 hours,East,,42.34,-71.02,39.77,-104.87
2021-22,RS,Feb,7,2022-02-12,Denver Nuggets,Toronto Raptors,Away,W,Toronto,432,Boston - Toronto,0,America/Toronto,0,~55 minutes,-,,43.65,-79.38,42.34,-71.02
2021-22,RS,Feb,7,2022-02-14,Denver Nuggets,Orlando Magic,Home,W,Denver,1337,Toronto - Denver,1,America/Denver,-2,~2.43 hours,West,,39.77,-104.87,43.65,-79.38
2021-22,RS,Feb,7,2022-02-16,Denver Nuggets,Golden State Warriors,Away,W,San Francisco,956,Denver - San Francisco,1,America/Los_Angeles,-1,~1.74 hours,West,,37.77,-122.45,39.77,-104.87
2021-22,RS,Feb,8,2022-02-24,Denver Nuggets,Sacramento Kings,Away,W,Sacramento,77,San Francisco - Sacramento,7,America/Los_Angeles,0,~55 minutes,-,,38.57,-121.47,37.77,-122.45
2021-22,RS,Feb,9,2022-02-26,Denver Nuggets,Sacramento Kings,Home,W,Denver,892,Sacramento - Denver,1,America/Denver,1,~1.62 hours,East,,39.77,-104.87,38.57,-121.47
2021-22,RS,Feb,9,2022-02-27,Denver Nuggets,Portland Trail Blazers,Away,W,Portland,986,Denver - Portland,0,America/Los_Angeles,-1,~1.79 hours,West,,45.54,-122.66,39.77,-104.87
2021-22,RS,Mar,9,2022-03-02,Denver Nuggets,Oklahoma City Thunder,Home,L,Denver,986,Portland - Denver,2,America/Denver,1,~1.79 hours,East,,39.77,-104.87,45.54,-122.66
2021-22,RS,Mar,9,2022-03-04,Denver Nuggets,Houston Rockets,Home,W,Denver,0,No Travel,1,America/Denver,0,-,-,,39.77,-104.87,39.77,-104.87
2021-22,RS,Mar,10,2022-03-06,Denver Nuggets,New Orleans Pelicans,Home,W,Denver,0,No Travel,1,America/Denver,0,-,-,,39.77,-104.87,39.77,-104.87
2021-22,RS,Mar,10,2022-03-07,Denver Nuggets,Golden State Warriors,Home,W,Denver,0,No Travel,0,America/Denver,0,-,-,,39.77,-104.87,39.77,-104.87
2021-22,RS,Mar,10,2022-03-09,Denver Nuggets,Sacramento Kings,Away,W,Sacramento,892,Denver - Sacramento,1,America/Los_Angeles,-1,~1.62 hours,West,,38.57,-121.47,39.77,-104.87
2021-22,RS,Mar,10,2022-03-10,Denver Nuggets,Golden State Warriors,Home,L,Denver,892,Sacramento - Denver,0,America/Denver,1,~1.62 hours,East,,39.77,-104.87,38.57,-121.47
2021-22,RS,Mar,11,2022-03-12,Denver Nuggets,Toronto Raptors,Home,L,Denver,0,No Travel,1,America/Denver,0,-,-,,39.77,-104.87,39.77,-104.87
2021-22,RS,Mar,11,2022-03-14,Denver Nuggets,Philadelphia 76ers,Away,W,Philadelphia,1570,Denver - Philadelphia,1,America/New_York,2,~2.85 hours,East,,40.01,-75.13,39.77,-104.87
2021-22,RS,Mar,11,2022-03-16,Denver Nuggets,Washington Wizards,Away,W,Washington,126,Philadelphia - Washington,1,America/New_York,0,~55 minutes,-,,38.91,-77.02,40.01,-75.13
2021-22,RS,Mar,11,2022-03-18,Denver Nuggets,Cleveland Cavaliers,Away,L,Cleveland,303,Washington - Cleveland,1,America/New_York,0,~55 minutes,-,,41.48,-81.68,38.91,-77.02
2021-22,RS,Mar,12,2022-03-20,Denver Nuggets,Boston Celtics,Home,L,Denver,1219,Cleveland - Denver,1,America/Denver,-2,~2.22 hours,West,,39.77,-104.87,41.48,-81.68
2021-22,RS,Mar,12,2022-03-22,Denver Nuggets,Los Angeles Clippers,Home,W,Denver,0,No Travel,1,America/Denver,0,-,-,,39.77,-104.87,39.77,-104.87
2021-22,RS,Mar,12,2022-03-24,Denver Nuggets,Phoenix Suns,Home,L,Denver,0,No Travel,1,America/Denver,0,-,-,,39.77,-104.87,39.77,-104.87
2021-22,RS,Mar,13,2022-03-26,Denver Nuggets,Oklahoma City Thunder,Home,W,Denver,0,No Travel,1,America/Denver,0,-,-,,39.77,-104.87,39.77,-104.87
2021-22,RS,Mar,13,2022-03-28,Denver Nuggets,Charlotte Hornets,Away,W,Charlotte,1352,Denver - Charlotte,1,America/New_York,2,~2.46 hours,East,,35.2,-80.83,39.77,-104.87
2021-22,RS,Mar,13,2022-03-30,Denver Nuggets,Indiana Pacers,Away,W,Indianapolis,430,Charlotte - Indianapolis,1,America/Indiana/Indianapolis,0,~55 minutes,-,,39.78,-86.15,35.2,-80.83
2021-22,RS,Apr,13,2022-04-01,Denver Nuggets,Minnesota Timberwolves,Home,L,Denver,993,Indianapolis - Denver,1,America/Denver,-2,~1.81 hours,West,,39.77,-104.87,39.78,-86.15
2021-22,RS,Apr,14,2022-04-03,Denver Nuggets,Los Angeles Lakers,Away,W,Los Angeles,843,Denver - Los Angeles,1,America/Los_Angeles,-1,~1.53 hours,West,,34.11,-118.41,39.77,-104.87
2021-22,RS,Apr,14,2022-04-05,Denver Nuggets,San Antonio Spurs,Home,L,Denver,843,Los Angeles - Denver,1,America/Denver,1,~1.53 hours,East,,39.77,-104.87,34.11,-118.41
2021-22,RS,Apr,14,2022-04-07,Denver Nuggets,Memphis Grizzlies,Home,W,Denver,0,No Travel,1,America/Denver,0,-,-,,39.77,-104.87,39.77,-104.87
2021-22,RS,Apr,15,2022-04-10,Denver Nuggets,Los Angeles Lakers,Home,L,Denver,0,No Travel,2,America/Denver,0,-,-,,39.77,-104.87,39.77,-104.87
2021-22,PO,Apr,16,2022-04-16,Denver Nuggets,Golden State Warriors,Away,L,San Francisco,956,Denver - San Francisco,5,America/Los_Angeles,-1,~1.74 hours,West,,37.77,-122.45,39.77,-104.87
2021-22,PO,Apr,16,2022-04-18,Denver Nuggets,Golden State Warriors,Away,L,San Francisco,0,No Travel,1,America/Los_Angeles,0,-,-,,37.77,-122.45,37.77,-122.45
2021-22,PO,Apr,16,2022-04-21,Denver Nuggets,Golden State Warriors,Home,L,Denver,956,San Francisco - Denver,2,America/Denver,1,~1.74 hours,East,,39.77,-104.87,37.77,-122.45
2021-22,PO,Apr,17,2022-04-24,Denver Nuggets,Golden State Warriors,Home,W,Denver,0,No Travel,2,America/Denver,0,-,-,,39.77,-104.87,39.77,-104.87
2021-22,PO,Apr,17,2022-04-27,Denver Nuggets,Golden State Warriors,Away,L,San Francisco,956,Denver - NA,2,America/Los_Angeles,-1,~1.74 hours,West,,37.77,-122.45,39.77,-104.87
2021-22,RS,Oct,42,2021-10-20,Detroit Pistons,Chicago Bulls,Home,L,Detroit,0,No Travel,15,America/Detroit,0,-,-,,42.38,-83.1,42.38,-83.1
2021-22,RS,Oct,43,2021-10-23,Detroit Pistons,Chicago Bulls,Away,L,Chicago,238,Detroit - Chicago,2,America/Chicago,-1,~55 minutes,West,,41.84,-87.68,42.38,-83.1
2021-22,RS,Oct,43,2021-10-25,Detroit Pistons,Atlanta Hawks,Away,L,Atlanta,586,Chicago - Atlanta,1,America/New_York,1,~1.07 hours,East,,33.76,-84.42,41.84,-87.68
2021-22,RS,Oct,43,2021-10-28,Detroit Pistons,Philadelphia 76ers,Away,L,Philadelphia,671,Atlanta - Philadelphia,2,America/New_York,0,~1.22 hours,-,,40.01,-75.13,33.76,-84.42
2021-22,RS,Oct,44,2021-10-30,Detroit Pistons,Orlando Magic,Home,W,Detroit,446,Philadelphia - Detroit,1,America/Detroit,0,~55 minutes,-,,42.38,-83.1,40.01,-75.13
2021-22,RS,Oct,44,2021-10-31,Detroit Pistons,Brooklyn Nets,Away,L,New York,488,Detroit - New York,0,America/New_York,0,~55 minutes,-,,40.67,-73.94,42.38,-83.1
2021-22,RS,Nov,44,2021-11-02,Detroit Pistons,Milwaukee Bucks,Home,L,Detroit,488,New York - Detroit,1,America/Detroit,0,~55 minutes,-,,42.38,-83.1,40.67,-73.94
2021-22,RS,Nov,44,2021-11-04,Detroit Pistons,Philadelphia 76ers,Home,L,Detroit,0,No Travel,1,America/Detroit,0,-,-,,42.38,-83.1,42.38,-83.1
2021-22,RS,Nov,45,2021-11-05,Detroit Pistons,Brooklyn Nets,Home,L,Detroit,0,No Travel,0,America/Detroit,0,-,-,,42.38,-83.1,42.38,-83.1
2021-22,RS,Nov,45,2021-11-10,Detroit Pistons,Houston Rockets,Away,W,Houston,1107,Detroit - Houston,4,America/Chicago,-1,~2.01 hours,West,,29.77,-95.39,42.38,-83.1
2021-22,RS,Nov,46,2021-11-12,Detroit Pistons,Cleveland Cavaliers,Away,L,Cleveland,1115,Houston - Cleveland,1,America/New_York,1,~2.03 hours,East,,41.48,-81.68,29.77,-95.39
2021-22,RS,Nov,46,2021-11-13,Detroit Pistons,Toronto Raptors,Away,W,Toronto,190,Cleveland - Toronto,0,America/Toronto,0,~55 minutes,-,,43.65,-79.38,41.48,-81.68
2021-22,RS,Nov,46,2021-11-15,Detroit Pistons,Sacramento Kings,Home,L,Detroit,207,Toronto - Detroit,1,America/Detroit,0,~55 minutes,-,,42.38,-83.1,43.65,-79.38
2021-22,RS,Nov,46,2021-11-17,Detroit Pistons,Indiana Pacers,Home,W,Detroit,0,No Travel,1,America/Detroit,0,-,-,,42.38,-83.1,42.38,-83.1
2021-22,RS,Nov,47,2021-11-19,Detroit Pistons,Golden State Warriors,Home,L,Detroit,0,No Travel,1,America/Detroit,0,-,-,,42.38,-83.1,42.38,-83.1
2021-22,RS,Nov,47,2021-11-21,Detroit Pistons,Los Angeles Lakers,Home,L,Detroit,0,No Travel,1,America/Detroit,0,-,-,,42.38,-83.1,42.38,-83.1
2021-22,RS,Nov,47,2021-11-23,Detroit Pistons,Miami Heat,Home,L,Detroit,0,No Travel,1,America/Detroit,0,-,-,,42.38,-83.1,42.38,-83.1
2021-22,RS,Nov,47,2021-11-24,Detroit Pistons,Milwaukee Bucks,Away,L,Milwaukee,252,Detroit - Milwaukee,0,America/Chicago,-1,~55 minutes,West,,43.06,-87.97,42.38,-83.1
2021-22,RS,Nov,48,2021-11-26,Detroit Pistons,Los Angeles Clippers,Away,L,Los Angeles,1746,Milwaukee - Los Angeles,1,America/Los_Angeles,-2,~3.17 hours,West,,34.11,-118.41,43.06,-87.97
2021-22,RS,Nov,48,2021-11-28,Detroit Pistons,Los Angeles Lakers,Away,L,Los Angeles,0,No Travel,1,America/Los_Angeles,0,-,-,,34.11,-118.41,34.11,-118.41
2021-22,RS,Nov,48,2021-11-30,Detroit Pistons,Portland Trail Blazers,Away,L,Portland,821,Los Angeles - Portland,1,America/Los_Angeles,0,~1.49 hours,-,,45.54,-122.66,34.11,-118.41
2021-22,RS,Dec,48,2021-12-02,Detroit Pistons,Phoenix Suns,Away,L,Phoenix,1001,Portland - Phoenix,1,America/Phoenix,1,~1.82 hours,East,,33.54,-112.07,45.54,-122.66
2021-22,RS,Dec,49,2021-12-06,Detroit Pistons,Oklahoma City Thunder,Home,L,Detroit,1683,Phoenix - Detroit,3,America/Detroit,2,~3.06 hours,East,,42.38,-83.1,33.54,-112.07
2021-22,RS,Dec,49,2021-12-08,Detroit Pistons,Washington Wizards,Home,L,Detroit,0,No Travel,1,America/Detroit,0,-,-,,42.38,-83.1,42.38,-83.1
2021-22,RS,Dec,50,2021-12-10,Detroit Pistons,New Orleans Pelicans,Away,L,New Orleans,932,Detroit - New Orleans,1,America/Chicago,-1,~1.69 hours,West,,30.07,-89.93,42.38,-83.1
2021-22,RS,Dec,50,2021-12-12,Detroit Pistons,Brooklyn Nets,Home,L,Detroit,932,New Orleans - Detroit,1,America/Detroit,1,~1.69 hours,East,,42.38,-83.1,30.07,-89.93
2021-22,RS,Dec,50,2021-12-16,Detroit Pistons,Indiana Pacers,Away,L,Indianapolis,240,Detroit - Indianapolis,3,America/Indiana/Indianapolis,0,~55 minutes,-,,39.78,-86.15,42.38,-83.1
2021-22,RS,Dec,51,2021-12-18,Detroit Pistons,Houston Rockets,Home,L,Detroit,240,Indianapolis - Detroit,1,America/Detroit,0,~55 minutes,-,,42.38,-83.1,39.78,-86.15
2021-22,RS,Dec,51,2021-12-19,Detroit Pistons,Miami Heat,Home,W,Detroit,0,No Travel,0,America/Detroit,0,-,-,,42.38,-83.1,42.38,-83.1
2021-22,RS,Dec,51,2021-12-21,Detroit Pistons,New York Knicks,Away,L,New York,488,Detroit - New York,1,America/New_York,0,~55 minutes,-,,40.67,-73.94,42.38,-83.1
2021-22,RS,Dec,51,2021-12-23,Detroit Pistons,Miami Heat,Away,L,Miami,1091,New York - Miami,1,America/New_York,0,~1.98 hours,-,,25.78,-80.21,40.67,-73.94
2021-22,RS,Dec,52,2021-12-26,Detroit Pistons,San Antonio Spurs,Away,L,San Antonio,1148,Miami - San Antonio,2,America/Chicago,-1,~2.09 hours,West,,29.46,-98.51,25.78,-80.21
2021-22,RS,Dec,52,2021-12-29,Detroit Pistons,New York Knicks,Home,L,Detroit,1238,San Antonio - Detroit,2,America/Detroit,1,~2.25 hours,East,,42.38,-83.1,29.46,-98.51
2021-22,RS,Jan,1,2022-01-01,Detroit Pistons,San Antonio Spurs,Home,W,Detroit,0,No Travel,2,America/Detroit,0,-,-,,42.38,-83.1,42.38,-83.1
2021-22,RS,Jan,1,2022-01-03,Detroit Pistons,Milwaukee Bucks,Away,W,Milwaukee,252,Detroit - Milwaukee,1,America/Chicago,-1,~55 minutes,West,,43.06,-87.97,42.38,-83.1
2021-22,RS,Jan,1,2022-01-05,Detroit Pistons,Charlotte Hornets,Away,L,Charlotte,664,Milwaukee - Charlotte,1,America/New_York,1,~1.21 hours,East,,35.2,-80.83,43.06,-87.97
2021-22,RS,Jan,1,2022-01-06,Detroit Pistons,Memphis Grizzlies,Away,L,Memphis,519,Charlotte - Memphis,0,America/Chicago,-1,~56.62 minutes,West,,35.11,-90.01,35.2,-80.83
2021-22,RS,Jan,2,2022-01-08,Detroit Pistons,Orlando Magic,Home,W,Detroit,625,Memphis - Detroit,1,America/Detroit,1,~1.14 hours,East,,42.38,-83.1,35.11,-90.01
2021-22,RS,Jan,2,2022-01-10,Detroit Pistons,Utah Jazz,Home,W,Detroit,0,No Travel,1,America/Detroit,0,-,-,,42.38,-83.1,42.38,-83.1
2021-22,RS,Jan,2,2022-01-11,Detroit Pistons,Chicago Bulls,Away,L,Chicago,238,Detroit - Chicago,0,America/Chicago,-1,~55 minutes,West,,41.84,-87.68,42.38,-83.1
2021-22,RS,Jan,2,2022-01-14,Detroit Pistons,Toronto Raptors,Home,W,Detroit,238,Chicago - Detroit,2,America/Detroit,1,~55 minutes,East,,42.38,-83.1,41.84,-87.68
2021-22,RS,Jan,3,2022-01-16,Detroit Pistons,Phoenix Suns,Home,L,Detroit,0,No Travel,1,America/Detroit,0,-,-,,42.38,-83.1,42.38,-83.1
2021-22,RS,Jan,3,2022-01-18,Detroit Pistons,Golden State Warriors,Away,L,San Francisco,2087,Detroit - San Francisco,1,America/Los_Angeles,-3,~3.79 hours,West,,37.77,-122.45,42.38,-83.1
2021-22,RS,Jan,3,2022-01-19,Detroit Pistons,Sacramento Kings,Away,W,Sacramento,77,San Francisco - Sacramento,0,America/Los_Angeles,0,~55 minutes,-,,38.57,-121.47,37.77,-122.45
2021-22,RS,Jan,3,2022-01-21,Detroit Pistons,Utah Jazz,Away,L,Salt Lake City,530,Sacramento - Salt Lake City,1,America/Denver,1,~57.82 minutes,East,,40.78,-111.93,38.57,-121.47
2021-22,RS,Jan,4,2022-01-23,Detroit Pistons,Denver Nuggets,Away,L,Denver,379,Salt Lake City - Denver,1,America/Denver,0,~55 minutes,-,,39.77,-104.87,40.78,-111.93
2021-22,RS,Jan,4,2022-01-25,Detroit Pistons,Denver Nuggets,Home,L,Detroit,1146,Denver - Detroit,1,America/Detroit,2,~2.08 hours,East,,42.38,-83.1,39.77,-104.87
2021-22,RS,Jan,4,2022-01-28,Detroit Pistons,Orlando Magic,Away,L,Orlando,964,Detroit - Orlando,2,America/New_York,0,~1.75 hours,-,,28.5,-81.37,42.38,-83.1
2021-22,RS,Jan,5,2022-01-30,Detroit Pistons,Cleveland Cavaliers,Home,W,Detroit,964,Orlando - Detroit,1,America/Detroit,0,~1.75 hours,-,,42.38,-83.1,28.5,-81.37
